record_id,timestamp,source_type,language,country,region,municipality,locality,place_name,location_id,location_precision,location_confidence,claimed_location,ground_truth_location,actor_mentioned,observed_actor,event_id,event_name,information_type,military_signal_type,text,relevance_label,reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,same_event_cluster,analyst_question
REC-000967,2026-09-14T15:12:00+02:00,טלגרם,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,מרכז בריאות 77,LOC-097,facility,גבוהה,"זובין פוטוק, מרכז בריאות 77","זובין פוטוק, מרכז בריאות 77",אמבולנסים,,EVT-005,תגבור משטרת קוסובו סביב מתקנים,רשתות חברתיות,,יש תור ארוך בתחנת הדלק ליד מרכז בריאות 77. אנשים קונים יותר מהרגיל.,2,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,false,,נכון,EVT-005-CL-09,האם מדובר באירוע אמיתי או רעש?
REC-043382,2026-09-14T15:12:00+02:00,X,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,בית ספר 59,LOC-079,facility,בינונית,"צפון מיטרוביצה, בית ספר 59","צפון מיטרוביצה, בית ספר 59",KFOR,KFOR,EVT-003,קריאה מקומית להפגנות וחסימות,דיווח פיצוץ,דיווח פיצוץ,"פוסט ויראלי מייחס ירי לKFOR, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד.",3,false,בינונית,נמוכה,false,true,true,false,true,true,false,false,שמועת פאניקה,שגוי,EVT-003-CL-02,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-008219,2026-09-14T15:13:00+02:00,שמועה מקומית,עברית,קוסובו,צפון קוסובו,זבצ׳אן,כפר 114,צומת מקומי 114,LOC-134,junction,גבוהה,"זבצ׳אן, צומת מקומי 114","זבצ׳אן, צומת מקומי 114",עיתונאים מקומיים,,EVT-004,חסימות ראשונות בצירים עירוניים,רשתות חברתיות,,ראיתי כמה רכבים עם אורות כחולים בדרך לצומת מקומי 114. לא ברור אם זה משטרה או אמבולנס.,0,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,false,,נכון חלקית,EVT-004-CL-05,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-023649,2026-09-14T15:13:00+02:00,הודעת דובר,תרגום מכונה לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,צומת מקומי 75,LOC-095,junction,בינונית,"צפון מיטרוביצה, צומת מקומי 75","צפון מיטרוביצה, צומת מקומי 75",צבא סרביה,צבא סרביה,EVT-003,קריאה מקומית להפגנות וחסימות,מחסום/חסימה,מחסום/חסימה,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת.,3,likely,חלשה,בינונית,false,true,true,false,true,false,false,false,תוכן מפוברק,שגוי,EVT-003-CL-05,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-002565,2026-09-14T15:15:00+02:00,טלגרם,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 1,כפר סמוך 1,LOC-021,village,בינונית,"צפון מיטרוביצה, כפר סמוך 1","צפון מיטרוביצה, כפר סמוך 1",צבא סרביה,צבא סרביה,EVT-004,חסימות ראשונות בצירים עירוניים,פעילות משטרתית,פעילות משטרתית,מישהו יודע אם בטוח לעבור דרך כפר סמוך 1? שמעתי שיש שם מחסום חדש.,1,confirmed,חלשה,גבוהה,false,true,false,true,true,false,true,false,,נכון,EVT-004-CL-06,האם הטענה על הסלמה מגובה במקור אמין?
REC-016708,2026-09-14T15:15:00+02:00,ערוץ חדשות בינלאומי,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 3,LOC-023,checkpoint_area,בינונית,"צפון מיטרוביצה, נקודת בידוק כללית 3","צפון מיטרוביצה, נקודת בידוק כללית 3",EULEX,EULEX,EVT-004,חסימות ראשונות בצירים עירוניים,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,תושבים מדווחים על נוכחות מוגברת של EULEX ליד נקודת בידוק כללית 3. אין אישור רשמי לפרטים.,5,unverified,חלשה,נמוכה,false,false,false,false,true,false,false,false,,שגוי,EVT-004-CL-09,האם הדיווח מצביע על פעילות משטרתית?
REC-026298,2026-09-14T15:15:00+02:00,חדשות מקומיות,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,אזור מבנה העירייה,LOC-003,facility,נמוכה,"זבצ׳אן, אזור מבנה העירייה","זבצ׳אן, אזור מבנה העירייה",מנהיגים מקומיים סרבים,מנהיגים מקומיים סרבים,EVT-005,תגבור משטרת קוסובו סביב מתקנים,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,נראה מחסום זמני ליד אזור מבנה העירייה. לא ברור אם הוצב על ידי מנהיגים מקומיים סרבים או על ידי גורמים מקומיים.,4,confirmed,בינונית,גבוהה,false,true,false,false,true,false,false,false,,נכון,EVT-005-CL-12,האם האירוע משפיע על אזרחים או על צירים?
REC-098049,2026-09-14T15:15:00+02:00,שמועה מקומית,עברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 71,כפר סמוך 71,LOC-091,village,גבוהה,"צפון מיטרוביצה, כפר סמוך 71","צפון מיטרוביצה, כפר סמוך 71",EULEX,EULEX,EVT-004,חסימות ראשונות בצירים עירוניים,ציוד/רכבים,ציוד/רכבים,דיווח על תנועה חריגה של רכבים ביטחוניים באזור כפר סמוך 71. מקור מקומי טוען שהכביש נחסם לזמן קצר.,3,disputed,בינונית,נמוכה,false,false,false,false,true,true,false,false,,שגוי,EVT-004-CL-10,האם נדרשת הצלבה עם מקורות נוספים?
REC-017788,2026-09-14T15:16:00+02:00,טיקטוק,עברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,בית ספר 80,LOC-100,facility,בינונית,"צפון מיטרוביצה, בית ספר 80","צפון מיטרוביצה, בית ספר 80",עיתונאים מקומיים,,EVT-001,מעצר דמות סרבית מקומית,רשתות חברתיות,,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,3,likely,חלשה,בינונית,false,false,false,true,false,false,false,false,,שגוי,EVT-001-CL-11,האם יש שינוי בנוכחות KFOR?
REC-031463,2026-09-14T15:16:00+02:00,קבוצת וואטסאפ,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 3,LOC-023,checkpoint_area,בינונית,"צפון מיטרוביצה, נקודת בידוק כללית 3","צפון מיטרוביצה, נקודת בידוק כללית 3",מנהיגים מקומיים סרבים,,EVT-006,KFOR מגביר סיורים בצפון,רשתות חברתיות,,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד נקודת בידוק כללית 3. האווירה מתוחה.,3,likely,חזקה,בינונית,false,true,false,true,false,false,false,false,,נכון חלקית,EVT-006-CL-01,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-064155,2026-09-14T15:16:00+02:00,קבוצת וואטסאפ,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 17,כפר סמוך 17,LOC-037,village,בינונית,"צפון מיטרוביצה, כפר סמוך 17","צפון מיטרוביצה, כפר סמוך 17",צבא סרביה,צבא סרביה,EVT-005,תגבור משטרת קוסובו סביב מתקנים,דיווח ירי,דיווח ירי,חשבון מקומי מדווח שצבא סרביה הגבירו סיורים באזור כפר סמוך 17. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.,5,propaganda/disinformation,בינונית,נמוכה,false,false,false,false,true,false,false,false,סרטון ישן,שגוי,EVT-005-CL-01,האם הטענה על הסלמה מגובה במקור אמין?
REC-065599,2026-09-14T15:19:00+02:00,X,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 107,LOC-127,checkpoint_area,נמוכה,"צפון מיטרוביצה, כפר סמוך 1","זבצ׳אן, נקודת בידוק כללית 107",KSF,KSF,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,דיווח רחפן/מסוק,דיווח רחפן/מסוק,חשבון מקומי מדווח שKSF הגבירו סיורים באזור נקודת בידוק כללית 107. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.,3,unverified,בינונית,נמוכה,false,true,false,false,true,false,false,true,מיקום שגוי,נכון,EVT-002-CL-11,האם מחאה אזרחית הופכת לעימות חמוש?
REC-065186,2026-09-14T15:21:00+02:00,טלגרם,עברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 13,כפר סמוך 13,LOC-033,village,בינונית,"לפוסאביץ׳, כפר סמוך 13","לפוסאביץ׳, כפר סמוך 13",ממשלת קוסובו,,EVT-003,קריאה מקומית להפגנות וחסימות,רשתות חברתיות,,מישהו יודע אם בטוח לעבור דרך כפר סמוך 13? שמעתי שיש שם מחסום חדש. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,3,likely,בינונית,בינונית,false,true,false,true,false,false,false,false,תוכן מפוברק,נכון,EVT-003-CL-09,האם מדובר באירוע אמיתי או רעש?
REC-099167,2026-09-14T15:21:00+02:00,שמועה מקומית,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 105,נקודת בידוק כללית 105,LOC-125,checkpoint_area,גבוהה,"זובין פוטוק, נקודת בידוק כללית 105","זובין פוטוק, נקודת בידוק כללית 105",קבוצה חמושה מקומית,קבוצה חמושה מקומית,EVT-001,מעצר דמות סרבית מקומית,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,מישהו יודע אם בטוח לעבור דרך נקודת בידוק כללית 105? שמעתי שיש שם מחסום חדש.,2,unverified,בינונית,נמוכה,false,false,false,true,true,false,false,false,,שגוי,EVT-001-CL-12,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-006616,2026-09-14T15:22:00+02:00,טלגרם,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 95,כיכר מרכזית 95,LOC-115,public_square,גבוהה,"לפוסאביץ׳, כיכר מרכזית 95","לפוסאביץ׳, כיכר מרכזית 95",משרד הפנים של קוסובו,,EVT-004,חסימות ראשונות בצירים עירוניים,רשתות חברתיות,,יש תור ארוך בתחנת הדלק ליד כיכר מרכזית 95. אנשים קונים יותר מהרגיל.,3,unverified,חלשה,נמוכה,false,false,false,true,false,true,false,true,רעש שנראה צבאי,שגוי,EVT-004-CL-09,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-057430,2026-09-14T15:22:00+02:00,חדשות מקומיות,עברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 127,LOC-147,village,בינונית,"לפוסאביץ׳, כפר סמוך 127","לפוסאביץ׳, כפר סמוך 127",ממשלת סרביה,ממשלת סרביה,EVT-003,קריאה מקומית להפגנות וחסימות,דיווח ירי,דיווח ירי,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה.",4,likely,בינונית,בינונית,false,false,true,false,true,true,false,false,סרטון ישן,לא ידוע,EVT-003-CL-11,האם האירוע משפיע על אזרחים או על צירים?
REC-076525,2026-09-14T15:22:00+02:00,פייסבוק,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 17,כפר סמוך 17,LOC-037,village,בינונית,"צפון מיטרוביצה, כפר סמוך 17","צפון מיטרוביצה, כפר סמוך 17",ממשלת קוסובו,ממשלת קוסובו,EVT-006,KFOR מגביר סיורים בצפון,כוננות בצד הסרבי,כוננות בצד הסרבי,חשבון מקומי מדווח שממשלת קוסובו הגבירו סיורים באזור כפר סמוך 17. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.,4,confirmed,חזקה,גבוהה,false,false,false,false,true,true,false,false,תוכן מפוברק,נכון,EVT-006-CL-02,האם הדיווח מצביע על פעילות משטרתית?
REC-087630,2026-09-14T15:22:00+02:00,חדשות מקומיות,עברית,בריסל,נאט״ו,בריסל,בריסל,מטה נאט״ו,LOC-153,facility,בינונית,"בריסל, מטה נאט״ו","בריסל, מטה נאט״ו",מנהיגים מקומיים סרבים,,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,מדיני/דיפלומטי,,דיון חירום מתקיים בעקבות דיווחים על עימותים בצפון.,0,likely,חזקה,בינונית,false,false,false,false,false,false,false,false,,לא ידוע,EVT-002-CL-12,האם יש שינוי בנוכחות KFOR?
REC-088463,2026-09-14T15:22:00+02:00,ערוץ חדשות בינלאומי,עברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר סמוך,אזור מיוער סמוך לכפר,LOC-012,rural_area,בינונית,"זובין פוטוק, אזור מיוער סמוך לכפר","זובין פוטוק, אזור מיוער סמוך לכפר",משרד הפנים של קוסובו,,EVT-004,חסימות ראשונות בצירים עירוניים,תחבורה/לוגיסטיקה אזרחית,,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לאזור מיוער סמוך לכפר.,3,disputed,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון,EVT-004-CL-03,האם נדרשת הצלבה עם מקורות נוספים?
REC-020121,2026-09-14T15:23:00+02:00,חדשות מקומיות,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,אזור תעשייה קטן 9,LOC-029,neighborhood,גבוהה,"זבצ׳אן, אזור תעשייה קטן 9","זבצ׳אן, אזור תעשייה קטן 9",משטרת קוסובו,משטרת קוסובו,EVT-004,חסימות ראשונות בצירים עירוניים,כוננות בצד הסרבי,כוננות בצד הסרבי,חנות מקומית באזור אזור תעשייה קטן 9 נסגרה מוקדם בגלל חשש מהתחדשות המחאות. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,2,unverified,חלשה,נמוכה,false,false,false,true,true,false,false,false,,לא ידוע,EVT-004-CL-11,האם הדיווח מצביע על פעילות משטרתית?
REC-032715,2026-09-14T15:23:00+02:00,X,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,בית ספר 39,LOC-059,facility,גבוהה,"לפוסאביץ׳, בית ספר 39","לפוסאביץ׳, בית ספר 39",KFOR,KFOR,EVT-003,קריאה מקומית להפגנות וחסימות,דיווח ירי,דיווח ירי,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. אין תיעוד חזותי שמאפשר לאמת את הפרטים.",1,likely,חזקה,בינונית,false,true,true,false,true,true,false,false,שמועת פאניקה,שגוי,EVT-003-CL-07,האם מדובר באירוע אמיתי או רעש?
REC-031336,2026-09-14T15:24:00+02:00,קבוצת וואטסאפ,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 107,LOC-127,checkpoint_area,נמוכה,"זבצ׳אן, נקודת בידוק כללית 107","זבצ׳אן, נקודת בידוק כללית 107",ממשלת סרביה,ממשלת סרביה,EVT-006,KFOR מגביר סיורים בצפון,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,חשבון מקומי מדווח שממשלת סרביה הגבירו סיורים באזור נקודת בידוק כללית 107. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.,3,confirmed,חלשה,גבוהה,true,false,false,false,true,false,false,false,,נכון,EVT-006-CL-01,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-038333,2026-09-14T15:25:00+02:00,X,עברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 62,תחנת דלק 62,LOC-082,facility,בינונית,"זובין פוטוק, תחנת דלק 62","זובין פוטוק, תחנת דלק 62",ממשלת סרביה,,EVT-003,קריאה מקומית להפגנות וחסימות,תחבורה/לוגיסטיקה אזרחית,,דיווח על חסימה אזרחית בציר המוביל לתחנת דלק 62. כלי רכב מופנים לדרך חלופית.,3,disputed,חזקה,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,EVT-003-CL-12,האם הדיווח מצביע על פעילות משטרתית?
REC-046467,2026-09-14T15:25:00+02:00,פייסבוק,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 112,נקודת בידוק כללית 112,LOC-132,checkpoint_area,בינונית,"לפוסאביץ׳, נקודת בידוק כללית 112","לפוסאביץ׳, נקודת בידוק כללית 112",KFOR,KFOR,EVT-003,קריאה מקומית להפגנות וחסימות,דיווח ירי,דיווח ירי,"פוסט ויראלי מייחס ירי לKFOR, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד.",3,unverified,חלשה,נמוכה,false,true,true,false,true,false,false,false,סרטון ישן,נכון חלקית,EVT-003-CL-03,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-046750,2026-09-14T15:25:00+02:00,ערוץ חדשות בינלאומי,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,ציר גישה 34,LOC-054,road_segment,בינונית,"צפון מיטרוביצה, ציר גישה 34","צפון מיטרוביצה, ציר גישה 34",קבוצה חמושה מקומית,קבוצה חמושה מקומית,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,דיווח ירי,דיווח ירי,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד ציר גישה 34. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.,5,unverified,חזקה,נמוכה,false,true,false,false,true,false,false,false,,נכון חלקית,EVT-002-CL-09,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-047416,2026-09-14T15:25:00+02:00,טלגרם,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,אזור כפרי מערבי,LOC-007,rural_area,בינונית,"זובין פוטוק, אזור כפרי מערבי","זובין פוטוק, אזור כפרי מערבי",עיתונאים מקומיים,עיתונאים מקומיים,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,פינוי/חילוץ,פינוי/חילוץ,"דיווח על כלי טיס בלתי מזוהה מעל אזור אזור כפרי מערבי. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.",5,confirmed,חלשה,גבוהה,false,false,false,false,true,false,false,false,,נכון חלקית,EVT-002-CL-05,האם מחאה אזרחית הופכת לעימות חמוש?
REC-049007,2026-09-14T15:25:00+02:00,חדשות מקומיות,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 89,LOC-109,facility,בינונית,"זבצ׳אן, מרכז בריאות 89","זבצ׳אן, מרכז בריאות 89",משרד הפנים של קוסובו,משרד הפנים של קוסובו,EVT-004,חסימות ראשונות בצירים עירוניים,פעילות משטרתית,פעילות משטרתית,דיווח לא מאומת על משרד הפנים של קוסובו באזור מרכז בריאות 89. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,4,unverified,חזקה,נמוכה,false,true,false,false,true,false,false,false,,נכון חלקית,EVT-004-CL-01,האם מחאה אזרחית הופכת לעימות חמוש?
REC-006173,2026-09-14T15:26:00+02:00,בלוג פוליטי,עברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 54,אזור מיוער 54,LOC-074,rural_area,בינונית,"לפוסאביץ׳, אזור מיוער 54","לפוסאביץ׳, אזור מיוער 54",עיתונאים מקומיים,,EVT-005,תגבור משטרת קוסובו סביב מתקנים,רשתות חברתיות,,מישהו יודע אם בטוח לעבור דרך אזור מיוער 54? שמעתי שיש שם מחסום חדש.,3,propaganda/disinformation,חלשה,נמוכה,false,true,false,true,false,true,false,false,הכחשה שקרית,נכון חלקית,EVT-005-CL-03,האם יש שינוי בנוכחות KFOR?
REC-090284,2026-09-14T15:26:00+02:00,בלוג פוליטי,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,ציר גישה 106,LOC-126,road_segment,בינונית,"צפון מיטרוביצה, ציר גישה 106","צפון מיטרוביצה, ציר גישה 106",צבא סרביה,צבא סרביה,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,דיווח ירי,דיווח ירי,"נשמעו קולות שנשמעו כמו ירי באזור ציר גישה 106. חלק מהדיווחים מייחסים זאת לצבא סרביה, אך המידע לא אומת.",4,propaganda/disinformation,חלשה,נמוכה,false,true,false,false,true,false,false,true,זיהוי שגוי של כוח,נכון חלקית,EVT-002-CL-09,האם הדיווח מצביע על פעילות משטרתית?
REC-001875,2026-09-14T15:27:00+02:00,ערוץ חדשות בינלאומי,אלבנית בתרגום לעברית,קוסובו,מרכז קוסובו,פרישטינה,פרישטינה,מטה ממשלת קוסובו,LOC-014,facility,נמוכה,"פרישטינה, מטה ממשלת קוסובו","פרישטינה, מטה ממשלת קוסובו",משטרת קוסובו,משטרת קוסובו,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,מחסום/חסימה,מחסום/חסימה,הודעה רשמית מדגישה שאין שינוי במנדט KFOR באזור.,3,likely,חזקה,בינונית,false,false,false,false,true,true,false,false,,נכון חלקית,EVT-002-CL-02,האם יש שינוי בנוכחות KFOR?
REC-055415,2026-09-14T15:27:00+02:00,חדשות מקומיות,עברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 89,LOC-109,facility,גבוהה,"זבצ׳אן, מרכז בריאות 89","זבצ׳אן, מרכז בריאות 89",מנהיגים מקומיים סרבים,,EVT-005,תגבור משטרת קוסובו סביב מתקנים,חדשות/תקשורת,,דיווח תקשורתי טוען כי KFOR הגביר את הנוכחות כדי למנוע חיכוך ישיר.,2,unverified,חלשה,נמוכה,false,false,false,false,false,false,false,false,,לא ידוע,EVT-005-CL-09,האם האירוע משפיע על אזרחים או על צירים?
REC-064895,2026-09-14T15:27:00+02:00,הודעת דובר,עברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 64,LOC-084,facility,בינונית,"זובין פוטוק, בית ספר 64","זובין פוטוק, בית ספר 64",תושבים מקומיים,,EVT-006,KFOR מגביר סיורים בצפון,רשתות חברתיות,,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.,2,likely,בינונית,בינונית,true,true,false,true,false,false,false,false,סרטון ישן,לא ידוע,EVT-006-CL-04,האם מחאה אזרחית הופכת לעימות חמוש?
REC-006123,2026-09-14T15:28:00+02:00,טלגרם,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,תחנת דלק מרכזית,LOC-019,facility,גבוהה,"זבצ׳אן, תחנת דלק מרכזית","זבצ׳אן, תחנת דלק מרכזית",תושבים מקומיים,,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,רשתות חברתיות,,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.,0,likely,חזקה,בינונית,false,false,false,true,false,false,false,false,,לא ידוע,EVT-002-CL-05,האם מדובר באירוע אמיתי או רעש?
REC-006900,2026-09-14T15:29:00+02:00,טלגרם,תרגום מכונה לעברית,קוסובו,מרכז קוסובו,פרישטינה,פרישטינה,משרד הפנים,LOC-013,facility,נמוכה,"פרישטינה, משרד הפנים","פרישטינה, משרד הפנים",גורמים לא מזוהים,,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,מדיני/דיפלומטי,,נציגים בינלאומיים קוראים להפחתת מתיחות ולחזרה לדיאלוג. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.,2,likely,בינונית,בינונית,false,false,false,false,false,false,false,false,,נכון חלקית,EVT-002-CL-09,האם הטענה על הסלמה מגובה במקור אמין?
REC-039905,2026-09-14T15:30:00+02:00,בלוג פוליטי,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 54,אזור מיוער 54,LOC-074,rural_area,גבוהה,"לפוסאביץ׳, אזור מיוער 54","לפוסאביץ׳, אזור מיוער 54",ממשלת סרביה,,EVT-004,חסימות ראשונות בצירים עירוניים,רשתות חברתיות,,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.,2,disputed,בינונית,נמוכה,false,false,false,true,false,true,false,false,,נכון חלקית,EVT-004-CL-02,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-067701,2026-09-14T15:30:00+02:00,פייסבוק,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,כפר 60,מרכז בריאות 60,LOC-080,facility,נמוכה,"זבצ׳אן, מרכז בריאות 60","זבצ׳אן, מרכז בריאות 60",עיתונאים מקומיים,עיתונאים מקומיים,EVT-003,קריאה מקומית להפגנות וחסימות,כוננות בצד הסרבי,כוננות בצד הסרבי,חשבון לא מזוהה טוען שעיתונאים מקומיים נערכים למבצע רחב. הניסוח דומה לפוסטים קודמים מחשבונות בוט.,4,confirmed,בינונית,גבוהה,false,true,true,false,true,false,false,false,סרטון ישן,נכון,EVT-003-CL-09,האם מחאה אזרחית הופכת לעימות חמוש?
REC-047198,2026-09-14T15:31:00+02:00,X,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 71,כפר סמוך 71,LOC-091,village,בינונית,"צפון מיטרוביצה, כפר סמוך 71","צפון מיטרוביצה, כפר סמוך 71",אמבולנסים,אמבולנסים,EVT-005,תגבור משטרת קוסובו סביב מתקנים,דיווח ירי,דיווח ירי,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד כפר סמוך 71. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.,3,unverified,חלשה,נמוכה,false,true,false,false,true,false,false,false,,נכון,EVT-005-CL-12,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-048029,2026-09-14T15:32:00+02:00,הודעת דובר,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 23,LOC-043,junction,נמוכה,"זבצ׳אן, צומת מקומי 23","זבצ׳אן, צומת מקומי 23",משרד הפנים של קוסובו,,EVT-004,חסימות ראשונות בצירים עירוניים,תחבורה/לוגיסטיקה אזרחית,,"הכביש באזור צומת מקומי 23 פתוח לסירוגין, עם עיכובים משמעותיים.",1,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,EVT-004-CL-06,האם הטענה על הסלמה מגובה במקור אמין?
REC-015369,2026-09-14T15:33:00+02:00,הודעת דובר,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,נקודת בידוק כללית 24,LOC-044,checkpoint_area,גבוהה,"לפוסאביץ׳, נקודת בידוק כללית 24","לפוסאביץ׳, נקודת בידוק כללית 24",KSF,,EVT-004,חסימות ראשונות בצירים עירוניים,פינוי/חילוץ,,מספר משפחות עזבו זמנית את האזור ליד נקודת בידוק כללית 24 ועברו לקרובי משפחה. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.,1,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון,EVT-004-CL-02,האם מדובר באירוע אמיתי או רעש?
