event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_id,location_id,event_summary,collection_family,observation_id,mission_id,object_class,estimated_object_count,movement_status,movement_direction,geolocation_confidence,identification_confidence
REC-V2-002214,2026-09-13T04:02:37.241282Z,X,Unrated,unverified,Medium,ENT-LOCAL-JOURNALISTS,LOC-073,תושבים דיווחו על נוכחות עיתונאים מקומיים במרחב Health center 53. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002215,2026-09-12T18:38:23.168968Z,Telegram,Unrated,likely,Low,ENT-KSF,LOC-103,תושבים דיווחו על נוכחות KSF במרחב Local junction 83. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002216,2026-09-13T23:05:35.025958Z,Local rumor,Unrated,likely,Medium,ENT-EULEX,LOC-033,"הודעה פומבית מתייחסת לEULEX ולשינוי היערכות in the area Nearby village 13, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002217,2026-09-13T08:14:10.046789Z,X,Unrated,unverified,Medium,ENT-KFOR,LOC-029,תושבים דיווחו על נוכחות KFOR במרחב Small industrial area 9. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002218,2026-09-12T18:46:03.029761Z,Local rumor,Unrated,confirmed,Medium,ENT-KOSOVO-POLICE,LOC-095,דיווח ממקור גלוי מתאר פעילות של משטרת קוסובו in the area Local junction 75 במסגרת 'blockages ראשונות בצgunfireם עירוניים'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002219,2026-09-13T21:29:50.846669Z,Spokesperson statement,Unrated,unverified,High,ENT-KOSOVO-MOI,LOC-146,מספר פרסומים מצביעים על תנועה של משרד הפנים של קוסובו ליד Local junction 126; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002220,2026-09-13T02:21:32.906629Z,Local news,Unrated,unverified,Low,ENT-KOSOVO-POLICE,LOC-079,מספר פרסומים מצביעים על תנועה של משטרת קוסובו ליד School 59; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002221,2026-09-13T09:56:15.440104Z,Telegram,Unrated,disputed,Medium,ENT-EULEX,LOC-001,דיווח ממקור גלוי מתאר פעילות של EULEX in the area אזור גשר איבר במסגרת 'עימות ליד מבנה עgunfireיה'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002222,2026-09-12T13:10:52.783155Z,Spokesperson statement,Unrated,likely,Low,ENT-UNIDENTIFIED-ACTORS,LOC-100,מספר פרסומים מצביעים על תנועה של גורמים לא מזוהים ליד School 80; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002223,2026-09-12T18:32:04.140990Z,Telegram,Unrated,unverified,Medium,ENT-KOSOVO-MOI,LOC-104,תושבים דיווחו על נוכחות משרד הפנים של קוסובו במרחב Gas station 84. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002224,2026-09-13T20:40:21.572802Z,Facebook,Unrated,unverified,Low,ENT-NATO-RESERVE,LOC-058,"הודעה פומבית מתייחסת לכוח עתודה אזורי של נאטו ולשינוי היערכות in the area Access route 38, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002225,2026-09-12T20:38:12.846773Z,Local news,Unrated,disputed,Low,ENT-SERBIAN-ARMY,LOC-064,פרסום פומבי מצביע על נוכחות אפשרית של צבא סרביה במרחב General checkpoint 44; אין אימות עצמאי להיקף הכוח.,public_source,,,,,,,,
REC-V2-002226,2026-09-14T01:25:17.725071Z,WhatsApp group,Unrated,unverified,Low,ENT-SERBIA-GOV,LOC-113,מקור גלוי טוען כי ממשלת סרביה קשור להתפתחות 'פשיטה משטרתית לילית מוגבלת' in the area Gas station 93; הפרטים חלקיים.,public_source,,,,,,,,
REC-V2-002227,2026-09-12T20:45:05.253018Z,Telegram,Unrated,false,Low,ENT-KOSOVO-GOV,LOC-060,תושבים דיווחו על נוכחות ממשלת קוסובו במרחב Local junction 40. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002228,2026-09-12T19:38:41.247198Z,International news channel,Unrated,unverified,Low,ENT-KOSOVO-SPECIAL-POLICE,LOC-036,מספר פרסומים מצביעים על תנועה של יחידה מיוחדת של משטרת קוסובו ליד Central square 16; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002229,2026-09-12T13:50:59.747718Z,Spokesperson statement,Unrated,unverified,Low,ENT-EULEX,LOC-124,דיווח ממקור גלוי מתאר פעילות של EULEX in the area Health center 104 במסגרת 'קריאה מקומית להפגנות וblockages'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002230,2026-09-14T06:28:53.334722Z,Facebook,Unrated,unverified,Medium,ENT-UNIDENTIFIED-ACTORS,LOC-070,תושבים דיווחו על נוכחות גורמים לא מזוהים במרחב Wooded area 50. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002231,2026-09-14T01:48:33.945491Z,International news channel,Unrated,likely,High,ENT-LOCAL-JOURNALISTS,LOC-050,"הודעה פומבית מתייחסת לעיתונאים מקומיים ולשינוי היערכות in the area Gas station 30, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002232,2026-09-12T13:50:15.988951Z,Spokesperson statement,Unrated,confirmed,Medium,ENT-LOCAL-RESIDENTS,LOC-149,"הודעה פומבית מתייחסת לתושבים מקומיים ולשינוי היערכות in the area Small industrial area 129, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002233,2026-09-13T22:22:32.732532Z,Spokesperson statement,Unrated,unverified,Medium,ENT-KOSOVO-GOV,LOC-077,"הודעה פומבית מתייחסת לממשלת קוסובו ולשינוי היערכות in the area Central square 57, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002234,2026-09-13T17:09:55.388447Z,Spokesperson statement,Unrated,likely,Medium,ENT-UNIDENTIFIED-ACTORS,LOC-096,"הודעה פומבית מתייחסת לגורמים לא מזוהים ולשינוי היערכות in the area Health center 76, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002235,2026-09-13T01:33:03.985477Z,WhatsApp group,Unrated,unverified,High,ENT-KOSOVO-POLICE,LOC-068,תושבים דיווחו על נוכחות משטרת קוסובו במרחב Access route 48. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002236,2026-09-13T09:09:27.246575Z,Spokesperson statement,Unrated,likely,Low,ENT-KFOR,LOC-030,"הודעה פומבית מתייחסת לKFOR ולשינוי היערכות in the area Gas station 10, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002237,2026-09-12T11:27:34.815692Z,Facebook,Unrated,unverified,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-034,"הודעה פומבית מתייחסת ליחידה מיוחדת של משטרת קוסובו ולשינוי היערכות in the area Small industrial area 14, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002238,2026-09-12T09:10:58.850914Z,Facebook,Unrated,disputed,Low,ENT-UNIDENTIFIED-ACTORS,LOC-063,דיווח ממקור גלוי מתאר פעילות של גורמים לא מזוהים in the area Local junction 43 במסגרת 'מעצר דמות סרבית מקומית'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002239,2026-09-13T05:28:02.321070Z,Local rumor,Unrated,false,Medium,ENT-LOCAL-JOURNALISTS,LOC-120,תושבים דיווחו על נוכחות עיתונאים מקומיים במרחב Gas station 100. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002240,2026-09-13T11:02:22.916177Z,Local rumor,Unrated,likely,Medium,ENT-LOCAL-JOURNALISTS,LOC-102,דיווח ממקור גלוי מתאר פעילות של עיתונאים מקומיים in the area Nearby village 82 במסגרת 'פצועים ראשונים והפצת סרטונים חלקיים'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002241,2026-09-12T18:56:01.614589Z,Political blog,Unrated,confirmed,High,ENT-KOSOVO-POLICE,LOC-135,"הודעה פומבית מתייחסת למשטרת קוסובו ולשינוי היערכות in the area Small industrial area 115, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002242,2026-09-12T14:49:34.842175Z,International news channel,Unrated,unverified,Medium,ENT-SERBIA-GOV,LOC-006,מקור גלוי טוען כי ממשלת סרביה קשור להתפתחות 'קריאה מקומית להפגנות וblockages' in the area הציר לכיוון סרביה; הפרטים חלקיים.,public_source,,,,,,,,
REC-V2-002243,2026-09-13T12:32:42.245486Z,International news channel,Unrated,false,Medium,ENT-KSF,LOC-111,"הודעה פומבית מתייחסת לKSF ולשינוי היערכות in the area Access route 91, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002244,2026-09-12T17:48:53.282324Z,WhatsApp group,Unrated,unverified,High,ENT-KOSOVO-GOV,LOC-032,תושבים דיווחו על נוכחות ממשלת קוסובו במרחב School 12. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002245,2026-09-12T16:29:11.689062Z,Political blog,Unrated,likely,Low,ENT-KOSOVO-MOI,LOC-047,תושבים דיווחו על נוכחות משרד הפנים של קוסובו במרחב Gas station 27. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002246,2026-09-12T23:24:01.622347Z,Telegram,Unrated,disputed,Medium,ENT-KFOR,LOC-020,דיווח ממקור גלוי מתאר פעילות של KFOR in the area בית ספר סרבי מקומי במסגרת 'תגבור משטרת קוסובו סביב מתקנים'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002247,2026-09-13T18:52:29.807000Z,Spokesperson statement,Unrated,likely,High,ENT-EULEX,LOC-056,"הודעה פומבית מתייחסת לEULEX ולשינוי היערכות in the area Small industrial area 36, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002248,2026-09-13T18:18:05.412190Z,Spokesperson statement,Unrated,unverified,Medium,ENT-KOSOVO-POLICE,LOC-100,"הודעה פומבית מתייחסת למשטרת קוסובו ולשינוי היערכות in the area School 80, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002249,2026-09-13T18:55:50.138883Z,TikTok,Unrated,disputed,Medium,ENT-NATO-RESERVE,LOC-071,תושבים דיווחו על נוכחות כוח עתודה אזורי של נאטו במרחב Health center 51. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002250,2026-09-13T13:57:55.274831Z,Local news,Unrated,likely,High,ENT-LOCAL-RESIDENTS,LOC-116,תושבים דיווחו על נוכחות תושבים מקומיים במרחב General checkpoint 96. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002251,2026-09-12T15:28:07.176845Z,Facebook,Unrated,unverified,Low,ENT-EULEX,LOC-133,"הודעה פומבית מתייחסת לEULEX ולשינוי היערכות in the area Central square 113, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002252,2026-09-12T08:55:46.887293Z,TikTok,Unrated,unverified,Low,ENT-KOSOVO-GOV,LOC-151,"הודעה פומבית מתייחסת לממשלת קוסובו ולשינוי היערכות in the area משרד ההגנה האלבני, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002253,2026-09-13T11:55:16.615255Z,Facebook,Unrated,likely,Low,ENT-KOSOVO-POLICE,LOC-146,דיווח ממקור גלוי מתאר פעילות של משטרת קוסובו in the area Local junction 126 במסגרת 'פצועים ראשונים והפצת סרטונים חלקיים'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002254,2026-09-13T01:26:30.240713Z,Political blog,Unrated,likely,Low,ENT-KOSOVO-MOI,LOC-142,"הודעה פומבית מתייחסת למשרד הפנים של קוסובו ולשינוי היערכות in the area Small industrial area 122, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002255,2026-09-13T10:06:27.857016Z,Local news,Unrated,confirmed,Low,ENT-EULEX,LOC-062,מספר פרסומים מצביעים על תנועה של EULEX ליד Health center 42; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002256,2026-09-13T21:28:18.144579Z,Facebook,Unrated,likely,Medium,ENT-LOCAL-RESIDENTS,LOC-070,דיווח ממקור גלוי מתאר פעילות של תושבים מקומיים in the area Wooded area 50 במסגרת 'דיווחים סותרים על gunfire in the area כפרי'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002257,2026-09-12T23:34:47.667656Z,Local news,Unrated,disputed,Low,ENT-KOSOVO-SPECIAL-POLICE,LOC-031,מספר פרסומים מצביעים על תנועה של יחידה מיוחדת של משטרת קוסובו ליד Access route 11; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002258,2026-09-12T14:14:20.655985Z,Telegram,Unrated,unverified,Medium,ENT-SERBIAN-PROTESTERS,LOC-020,"תיעוד ברשתות מציג כלי רכב שיוחסו למפגינים סרבים מקומיים סמוך לבית ספר סרבי מקומי, אך מועד הצילום אינו ודאי.",public_source,,,,,,,,
REC-V2-002259,2026-09-13T09:01:39.673305Z,Facebook,Unrated,unverified,High,ENT-KOSOVO-MOI,LOC-134,מספר פרסומים מצביעים על תנועה של משרד הפנים של קוסובו ליד Local junction 114; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002260,2026-09-12T13:17:50.023738Z,Telegram,Unrated,confirmed,Medium,ENT-UNIDENTIFIED-ACTORS,LOC-061,תושבים דיווחו על נוכחות גורמים לא מזוהים במרחב General checkpoint 41. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002261,2026-09-13T23:28:48.817967Z,Local rumor,Unrated,confirmed,High,ENT-KOSOVO-GOV,LOC-132,דיווח ממקור גלוי מתאר פעילות של ממשלת קוסובו in the area General checkpoint 112 במסגרת 'פשיטה משטרתית לילית מוגבלת'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002262,2026-09-12T09:49:43.929283Z,Telegram,Unrated,unverified,Low,ENT-KOSOVO-MOI,LOC-135,תושבים דיווחו על נוכחות משרד הפנים של קוסובו במרחב Small industrial area 115. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002263,2026-09-14T04:22:03.547638Z,International news channel,Unrated,unverified,High,ENT-EULEX,LOC-077,דיווח ממקור גלוי מתאר פעילות של EULEX in the area Central square 57 במסגרת 'דיווחים סותרים על gunfire in the area כפרי'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002264,2026-09-12T14:18:52.641815Z,TikTok,Unrated,likely,Low,ENT-KOSOVO-MOI,LOC-077,מספר פרסומים מצביעים על תנועה של משרד הפנים של קוסובו ליד Central square 57; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002265,2026-09-13T02:41:53.996912Z,Local rumor,Unrated,disputed,Medium,ENT-KOSOVO-GOV,LOC-044,דיווח ממקור גלוי מתאר פעילות של ממשלת קוסובו in the area General checkpoint 24 במסגרת 'KFOR מגביר סיורים בצפון'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002266,2026-09-13T17:37:57.108135Z,Telegram,Unrated,confirmed,Medium,ENT-LOCAL-RESIDENTS,LOC-118,"הודעה פומבית מתייחסת לתושבים מקומיים ולשינוי היערכות in the area General checkpoint 98, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002267,2026-09-13T14:29:52.157864Z,Local news,Unrated,unverified,Low,ENT-EULEX,LOC-080,"הודעה פומבית מתייחסת לEULEX ולשינוי היערכות in the area Health center 60, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002268,2026-09-13T00:44:17.865326Z,Political blog,Unrated,false,High,ENT-KFOR,LOC-113,דיווח ממקור גלוי מתאר פעילות של KFOR in the area Gas station 93 במסגרת 'blockages ראשונות בצgunfireם עירוניים'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002269,2026-09-12T10:14:40.493714Z,WhatsApp group,Unrated,unverified,Medium,ENT-LOCAL-JOURNALISTS,LOC-045,תושבים דיווחו על נוכחות עיתונאים מקומיים במרחב Nearby village 25. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002270,2026-09-13T16:49:11.319017Z,Telegram,Unrated,confirmed,Low,ENT-LOCAL-RESIDENTS,LOC-125,תושבים דיווחו על נוכחות תושבים מקומיים במרחב General checkpoint 105. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002271,2026-09-12T09:05:06.065839Z,Telegram,Unrated,false,Medium,ENT-KFOR-KTRBN,LOC-121,"הודעה פומבית מתייחסת לגדוד העתודה הטקטית של KFOR ולשינוי היערכות in the area General checkpoint 101, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002272,2026-09-13T12:49:09.019954Z,Local rumor,Unrated,disputed,Medium,ENT-KFOR,LOC-018,"הודעה פומבית מתייחסת לKFOR ולשינוי היערכות in the area בית חולים אזורי, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002273,2026-09-13T13:02:30.635089Z,Telegram,Unrated,unverified,Low,ENT-UNIDENTIFIED-ACTORS,LOC-048,מספר פרסומים מצביעים על תנועה של גורמים לא מזוהים ליד Gas station 28; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002274,2026-09-13T23:32:20.955014Z,X,Unrated,confirmed,Medium,ENT-AMBULANCES,LOC-069,תושבים דיווחו על נוכחות אמבולנסים במרחב General checkpoint 49. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002275,2026-09-13T05:12:54.600726Z,Telegram,Unrated,likely,Low,ENT-KOSOVO-GOV,LOC-072,"הודעה פומבית מתייחסת לממשלת קוסובו ולשינוי היערכות in the area Gas station 52, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002276,2026-09-12T14:53:02.202789Z,Local news,Unrated,false,Low,ENT-KOSOVO-POLICE,LOC-056,דיווח ממקור גלוי מתאר פעילות של משטרת קוסובו in the area Small industrial area 36 במסגרת 'הודעת קוסובו על מבצע אכיפה מוגבל'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002277,2026-09-14T04:58:49.128058Z,Local rumor,Unrated,likely,Low,ENT-KFOR,LOC-054,תושבים דיווחו על נוכחות KFOR במרחב Access route 34. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002278,2026-09-13T09:59:18.547839Z,WhatsApp group,Unrated,disputed,Medium,ENT-KSF,LOC-085,"הודעה פומבית מתייחסת לKSF ולשינוי היערכות in the area Nearby village 65, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002279,2026-09-12T19:36:21.419733Z,Local news,Unrated,disputed,Medium,ENT-KOSOVO-POLICE,LOC-147,מספר פרסומים מצביעים על תנועה של משטרת קוסובו ליד Nearby village 127; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002280,2026-09-12T13:49:54.460413Z,WhatsApp group,Unrated,unverified,High,ENT-AMBULANCES,LOC-090,מספר פרסומים מצביעים על תנועה של אמבולנסים ליד Access route 70; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002281,2026-09-12T21:00:04.540155Z,International news channel,Unrated,confirmed,Medium,ENT-LOCAL-JOURNALISTS,LOC-076,מספר פרסומים מצביעים על תנועה של עיתונאים מקומיים ליד School 56; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002282,2026-09-13T17:07:36.144899Z,Spokesperson statement,Unrated,likely,Low,ENT-KOSOVO-MOI,LOC-053,דיווח ממקור גלוי מתאר פעילות של משרד הפנים של קוסובו in the area General checkpoint 33 במסגרת 'פצועים ראשונים והפצת סרטונים חלקיים'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002283,2026-09-12T17:18:11.116680Z,TikTok,Unrated,likely,Low,ENT-EULEX,LOC-006,תושבים דיווחו על נוכחות EULEX במרחב הציר לכיוון סרביה. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002284,2026-09-12T22:48:29.773589Z,Political blog,Unrated,unverified,Low,ENT-KOSOVO-GOV,LOC-105,דיווח ממקור גלוי מתאר פעילות של ממשלת קוסובו in the area Central square 85 במסגרת 'blockages ראשונות בצgunfireם עירוניים'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002285,2026-09-12T18:40:41.105746Z,Political blog,Unrated,unverified,High,ENT-KOSOVO-POLICE,LOC-111,תושבים דיווחו על נוכחות משטרת קוסובו במרחב Access route 91. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002286,2026-09-13T05:16:32.030515Z,Facebook,Unrated,likely,High,ENT-LOCAL-SERBIAN-LEADERS,LOC-066,פרסום פומבי מצביע על נוכחות אפשרית של מנהיגים מקומיים סרבים במרחב Access route 46; אין אימות עצמאי להיקף הכוח.,public_source,,,,,,,,
REC-V2-002287,2026-09-13T06:48:21.457799Z,Spokesperson statement,Unrated,disputed,High,ENT-KOSOVO-GOV,LOC-051,מספר פרסומים מצביעים על תנועה של ממשלת קוסובו ליד Central square 31; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002288,2026-09-13T03:43:23.570804Z,WhatsApp group,Unrated,likely,Medium,ENT-KFOR,LOC-080,מספר פרסומים מצביעים על תנועה של KFOR ליד Health center 60; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002289,2026-09-13T23:00:04.917683Z,TikTok,Unrated,likely,Medium,ENT-KFOR,LOC-105,"הודעה פומבית מתייחסת לKFOR ולשינוי היערכות in the area Central square 85, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002290,2026-09-13T13:15:00.995136Z,Facebook,Unrated,likely,High,ENT-KOSOVO-SPECIAL-POLICE,LOC-023,דיווח ממקור גלוי מתאר פעילות של יחידה מיוחדת של משטרת קוסובו in the area General checkpoint 3 במסגרת 'עימות ליד מבנה עgunfireיה'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002291,2026-09-12T13:52:33.786551Z,Spokesperson statement,Unrated,likely,Low,ENT-KSF,LOC-074,"הודעה פומבית מתייחסת לKSF ולשינוי היערכות in the area Wooded area 54, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002292,2026-09-12T11:02:44.522887Z,TikTok,Unrated,confirmed,High,ENT-KFOR-KTRBN,LOC-153,"הודעה פומבית מתייחסת לגדוד העתודה הטקטית של KFOR ולשינוי היערכות in the area מטה נאט""ו, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002293,2026-09-12T20:27:11.490959Z,WhatsApp group,Unrated,unverified,Medium,ENT-AMBULANCES,LOC-019,"הודעה פומבית מתייחסת לאמבולנסים ולשינוי היערכות in the area תחנת דלק מרכזית, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002294,2026-09-13T08:27:16.175144Z,X,Unrated,confirmed,High,ENT-LOCAL-JOURNALISTS,LOC-022,דיווח ממקור גלוי מתאר פעילות של עיתונאים מקומיים in the area Gas station 2 במסגרת 'KFOR מגביר סיורים בצפון'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002295,2026-09-12T22:43:00.068071Z,Telegram,Unrated,false,Medium,ENT-LOCAL-RESIDENTS,LOC-034,דיווח ממקור גלוי מתאר פעילות של תושבים מקומיים in the area Small industrial area 14 במסגרת 'blockages ראשונות בצgunfireם עירוניים'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002296,2026-09-12T17:34:49.182006Z,Political blog,Unrated,likely,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-057,תושבים דיווחו על נוכחות יחידה מיוחדת של משטרת קוסובו במרחב General checkpoint 37. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002297,2026-09-12T16:23:15.079305Z,Telegram,Unrated,likely,Medium,ENT-EULEX,LOC-146,"הודעה פומבית מתייחסת לEULEX ולשינוי היערכות in the area Local junction 126, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002298,2026-09-13T11:18:41.395852Z,Telegram,Unrated,disputed,Medium,ENT-KOSOVO-MOI,LOC-117,מספר פרסומים מצביעים על תנועה של משרד הפנים של קוסובו ליד Local junction 97; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002299,2026-09-13T06:47:40.004548Z,Local rumor,Unrated,unverified,High,ENT-KFOR-RCE,LOC-048,תושבים דיווחו על נוכחות KFOR פיקוד אזורי מזרח במרחב Gas station 28. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002300,2026-09-13T22:38:50.970336Z,X,Unrated,unverified,Low,ENT-KOSOVO-SPECIAL-POLICE,LOC-075,דיווח ממקור גלוי מתאר פעילות של יחידה מיוחדת של משטרת קוסובו in the area Access route 55 במסגרת 'פשיטה משטרתית לילית מוגבלת'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002301,2026-09-13T20:11:47.416640Z,X,Unrated,likely,Low,ENT-KFOR,LOC-026,תושבים דיווחו על נוכחות KFOR במרחב General checkpoint 6. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002302,2026-09-13T01:01:09.407847Z,X,Unrated,unverified,Low,ENT-KOSOVO-MOI,LOC-025,"הודעה פומבית מתייחסת למשרד הפנים של קוסובו ולשינוי היערכות in the area Gas station 5, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002303,2026-09-13T05:29:43.468107Z,Spokesperson statement,Unrated,likely,High,ENT-AMBULANCES,LOC-028,מספר פרסומים מצביעים על תנועה של אמבולנסים ליד Nearby village 8; קיימת אי-ודאות לגבי הכמות והיעד.,public_source,,,,,,,,
REC-V2-002304,2026-09-14T03:29:21.288857Z,Political blog,Unrated,unverified,Medium,ENT-AMBULANCES,LOC-142,תושבים דיווחו על נוכחות אמבולנסים במרחב Small industrial area 122. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002305,2026-09-13T02:36:10.328048Z,WhatsApp group,Unrated,unverified,Medium,ENT-KSF,LOC-139,דיווח ממקור גלוי מתאר פעילות של KSF in the area Gas station 119 במסגרת 'KFOR מגביר סיורים בצפון'. נדרש אימות נוסף.,public_source,,,,,,,,
REC-V2-002306,2026-09-13T23:00:42.289608Z,Spokesperson statement,Unrated,unverified,Medium,ENT-LOCAL-RESIDENTS,LOC-008,"הודעה פומבית מתייחסת לתושבים מקומיים ולשינוי היערכות in the area הדרך לאגם גזיבודה, ללא פירוט מלא.",public_source,,,,,,,,
REC-V2-002307,2026-09-12T21:31:29.920214Z,Facebook,Unrated,unverified,Medium,ENT-AMBULANCES,LOC-072,תושבים דיווחו על נוכחות אמבולנסים במרחב Gas station 52. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002308,2026-09-13T08:46:19.194793Z,Telegram,Unrated,disputed,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-070,תושבים דיווחו על נוכחות יחידה מיוחדת של משטרת קוסובו במרחב Wooded area 50. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
REC-V2-002309,2026-09-12T22:42:18.427190Z,Local news,Unrated,unverified,High,ENT-KFOR,LOC-095,תושבים דיווחו על נוכחות KFOR במרחב Local junction 75. חלק מהחשבונות משתמשים באותו ניסוח.,public_source,,,,,,,,
