event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_id,location_id,event_summary
REC-V2-005135,2026-09-16T14:36:19.177159Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-008,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית ליחידה מיוחדת של משטרת קוסובו במרחב גישות צפוניות לזבצ׳אן. הוערכו 15 פריטים, מצב ללא שינוי נראה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005136,2026-09-16T17:07:14.552745Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KFOR-RCE,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית לKFOR פיקוד אזורי מזרח במרחב מרחב מעבר יאריניה. הוערכו 4 פריטים, מצב בפריסה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005137,2026-09-15T22:53:53.256091Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-EULEX,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות בינונית לEULEX במרחב מרחב מעבר ברניאק. הוערכו 21 פריטים, מצב בעצירה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005138,2026-09-15T10:10:25.246167Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KFOR-AVIATION,LOC-V2-014,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב מרחב שדה התעופה פרישטינה. הוערכו 17 פריטים, מצב בהיערכות, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005139,2026-09-15T08:38:45.124714Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות בינונית ליחידה מיוחדת של משטרת קוסובו במרחב מרחב מעבר ברניאק. הוערכו 24 פריטים, מצב בתנועה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005140,2026-09-16T18:16:45.666298Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-EULEX,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות נמוכה לEULEX במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 11 פריטים, מצב בנסיגה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005141,2026-09-16T16:15:24.340041Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-EULEX,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות נמוכה לEULEX במרחב מרחב גזיבודה הצפוני. הוערכו 21 פריטים, מצב ללא שינוי נראה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005142,2026-09-15T17:52:47.827584Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KFOR-RCE,LOC-V2-004,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות בינונית לKFOR פיקוד אזורי מזרח במרחב ציר ברניאק–זובין פוטוק. הוערכו 2 פריטים, מצב ללא שינוי נראה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005143,2026-09-14T11:57:10.463883Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KOSOVO-GOV,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות בינונית לממשלת קוסובו במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 11 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005144,2026-09-15T08:18:10.943867Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KFOR-RCE,LOC-V2-007,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות נמוכה לKFOR פיקוד אזורי מזרח במרחב קו חסימה מערבי לזובין פוטוק. הוערכו 19 פריטים, מצב בתנועה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005145,2026-09-14T19:24:07.765290Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,גבוהה,ENT-AMBULANCES,LOC-V2-007,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות בינונית לאמבולנסים במרחב קו חסימה מערבי לזובין פוטוק. הוערכו 20 פריטים, מצב ללא שינוי נראה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005146,2026-09-15T05:51:07.216139Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KFOR,LOC-V2-013,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות בינונית לKFOR במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 11 פריטים, מצב בתנועה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005147,2026-09-16T14:21:28.339292Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,גבוהה,ENT-AMBULANCES,LOC-V2-013,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות גבוהה לאמבולנסים במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 12 פריטים, מצב בפריסה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005148,2026-09-14T15:03:19.178078Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-EULEX,LOC-V2-014,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות בינונית לEULEX במרחב מרחב שדה התעופה פרישטינה. הוערכו 13 פריטים, מצב בנסיגה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005149,2026-09-16T16:59:16.891849Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-AMBULANCES,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות גבוהה לאמבולנסים במרחב מרחב גזיבודה הצפוני. הוערכו 6 פריטים, מצב בנסיגה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005150,2026-09-17T01:55:47.523758Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,גבוהה,ENT-KSF,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות גבוהה לKSF במרחב מרחב גזיבודה הצפוני. הוערכו 8 פריטים, מצב ללא שינוי נראה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005151,2026-09-16T18:07:44.301393Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KFOR-AVIATION,LOC-V2-015,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות בינונית לכוח התעופה של KFOR במרחב מרחב מעבר מרדארה. הוערכו 7 פריטים, מצב בפריסה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005152,2026-09-15T03:42:16.205325Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KOSOVO-MOI,LOC-V2-013,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות נמוכה למשרד הפנים של קוסובו במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 7 פריטים, מצב בפריסה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005153,2026-09-15T11:47:16.479776Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-KOSOVO-POLICE,LOC-V2-015,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות גבוהה למשטרת קוסובו במרחב מרחב מעבר מרדארה. הוערכו 4 פריטים, מצב בפריסה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005154,2026-09-14T17:11:48.644969Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,גבוהה,ENT-KFOR-KTRBN,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות נמוכה לגדוד העתודה הטקטית של KFOR במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 20 פריטים, מצב בנסיגה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005155,2026-09-15T05:46:35.527663Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KFOR-MSU,LOC-V2-008,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות גבוהה להיחידה הרב-לאומית המיוחדת של KFOR במרחב גישות צפוניות לזבצ׳אן. הוערכו 3 פריטים, מצב בנסיגה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005156,2026-09-16T18:51:32.633130Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-KFOR,LOC-V2-008,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות נמוכה לKFOR במרחב גישות צפוניות לזבצ׳אן. הוערכו 19 פריטים, מצב בנסיגה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005157,2026-09-16T10:09:37.238747Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KFOR-KTRBN,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות גבוהה לגדוד העתודה הטקטית של KFOR במרחב מרחב מעבר ברניאק. הוערכו 2 פריטים, מצב בעצירה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005158,2026-09-16T13:14:35.805219Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-AMBULANCES,LOC-V2-008,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות גבוהה לאמבולנסים במרחב גישות צפוניות לזבצ׳אן. הוערכו 13 פריטים, מצב בנסיגה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005159,2026-09-15T05:51:29.236855Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-NATO-RESERVE,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות גבוהה לכוח עתודה אזורי של נאטו במרחב מרחב מעבר יאריניה. הוערכו 13 פריטים, מצב ללא שינוי נראה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005160,2026-09-15T20:02:12.775783Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות גבוהה ליחידה מיוחדת של משטרת קוסובו במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 21 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005161,2026-09-17T06:32:36.040065Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KFOR-AVIATION,LOC-V2-004,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית לכוח התעופה של KFOR במרחב ציר ברניאק–זובין פוטוק. הוערכו 5 פריטים, מצב בפריסה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005162,2026-09-17T00:11:51.111525Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KOSOVO-MOI,LOC-V2-004,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית למשרד הפנים של קוסובו במרחב ציר ברניאק–זובין פוטוק. הוערכו 8 פריטים, מצב בעצירה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005163,2026-09-14T23:56:17.369476Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,גבוהה,ENT-AMBULANCES,LOC-V2-011,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית לאמבולנסים במרחב מחנה נובו סלו - אזור כללי. הוערכו 22 פריטים, מצב בנסיגה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005164,2026-09-17T07:39:33.414600Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KOSOVO-MOI,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות נמוכה למשרד הפנים של קוסובו במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 6 פריטים, מצב בעצירה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005165,2026-09-14T21:40:27.265685Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-AMBULANCES,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות נמוכה לאמבולנסים במרחב מרחב מעבר יאריניה. הוערכו 23 פריטים, מצב ללא שינוי נראה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005166,2026-09-16T01:38:31.222040Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,גבוהה,ENT-AMBULANCES,LOC-V2-011,"בקטע וידאו מכטב״ם תרחישי זוהה רכב משוריין המשויך בהסתברות גבוהה לאמבולנסים במרחב מחנה נובו סלו - אזור כללי. הוערכו 15 פריטים, מצב בנסיגה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005167,2026-09-17T12:25:02.636071Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-NATO-RESERVE,LOC-V2-015,"בקטע וידאו מכטב״ם תרחישי זוהה רכב משוריין המשויך בהסתברות בינונית לכוח עתודה אזורי של נאטו במרחב מרחב מעבר מרדארה. הוערכו 23 פריטים, מצב בעצירה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005168,2026-09-15T06:02:06.622967Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-EULEX,LOC-V2-004,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות בינונית לEULEX במרחב ציר ברניאק–זובין פוטוק. הוערכו 14 פריטים, מצב בעצירה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005169,2026-09-16T09:37:18.444760Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KOSOVO-MOI,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות בינונית למשרד הפנים של קוסובו במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 9 פריטים, מצב בנסיגה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005170,2026-09-14T17:51:16.478068Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-013,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות גבוהה ליחידה מיוחדת של משטרת קוסובו במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 10 פריטים, מצב בנסיגה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005171,2026-09-15T10:37:25.330672Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KFOR-MSU,LOC-V2-013,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות בינונית להיחידה הרב-לאומית המיוחדת של KFOR במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 5 פריטים, מצב בתנועה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005172,2026-09-16T04:28:59.371549Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-NATO-RESERVE,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית לכוח עתודה אזורי של נאטו במרחב מחנה בונדסטיל - אזור כללי. הוערכו 9 פריטים, מצב ללא שינוי נראה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005173,2026-09-16T03:37:12.813104Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KFOR-AVIATION,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות גבוהה לכוח התעופה של KFOR במרחב מרחב גזיבודה הצפוני. הוערכו 8 פריטים, מצב בתנועה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005174,2026-09-14T21:45:18.478352Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KFOR,LOC-V2-008,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות בינונית לKFOR במרחב גישות צפוניות לזבצ׳אן. הוערכו 1 פריטים, מצב ללא שינוי נראה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005175,2026-09-17T00:08:27.995162Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KFOR-AVIATION,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות גבוהה לכוח התעופה של KFOR במרחב מרחב מעבר יאריניה. הוערכו 14 פריטים, מצב בנסיגה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005176,2026-09-14T18:01:44.203401Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-AMBULANCES,LOC-V2-010,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות גבוהה לאמבולנסים במרחב מרחב גשר איבר. הוערכו 8 פריטים, מצב בפריסה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005177,2026-09-15T13:06:07.698626Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,גבוהה,ENT-KFOR-AVIATION,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות בינונית לכוח התעופה של KFOR במרחב מרחב מעבר ברניאק. הוערכו 9 פריטים, מצב בעצירה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005178,2026-09-16T01:24:44.754751Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,גבוהה,ENT-KOSOVO-POLICE,LOC-V2-004,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות נמוכה למשטרת קוסובו במרחב ציר ברניאק–זובין פוטוק. הוערכו 18 פריטים, מצב בהיערכות, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005179,2026-09-17T02:08:02.308387Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KSF,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות בינונית לKSF במרחב מחנה בונדסטיל - אזור כללי. הוערכו 22 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005180,2026-09-16T15:38:22.005772Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KOSOVO-MOI,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה רכב משוריין המשויך בהסתברות גבוהה למשרד הפנים של קוסובו במרחב מחנה בונדסטיל - אזור כללי. הוערכו 4 פריטים, מצב בנסיגה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005181,2026-09-15T14:05:31.406291Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KOSOVO-MOI,LOC-V2-007,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות גבוהה למשרד הפנים של קוסובו במרחב קו חסימה מערבי לזובין פוטוק. הוערכו 13 פריטים, מצב ללא שינוי נראה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005182,2026-09-15T22:14:18.155192Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KFOR-RCE,LOC-V2-007,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות גבוהה לKFOR פיקוד אזורי מזרח במרחב קו חסימה מערבי לזובין פוטוק. הוערכו 13 פריטים, מצב בהיערכות, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005183,2026-09-17T06:47:17.101665Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KOSOVO-POLICE,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות גבוהה למשטרת קוסובו במרחב מרחב מעבר ברניאק. הוערכו 10 פריטים, מצב בעצירה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005184,2026-09-16T02:54:15.063882Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KFOR-AVIATION,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה מסוק המשויך בהסתברות בינונית לכוח התעופה של KFOR במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 4 פריטים, מצב בנסיגה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005185,2026-09-16T13:53:35.883414Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KFOR-RCE,LOC-V2-008,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות בינונית לKFOR פיקוד אזורי מזרח במרחב גישות צפוניות לזבצ׳אן. הוערכו 24 פריטים, מצב בעצירה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005186,2026-09-14T20:46:16.592814Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KOSOVO-GOV,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות נמוכה לממשלת קוסובו במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 21 פריטים, מצב בנסיגה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005187,2026-09-14T12:59:25.311831Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,גבוהה,ENT-KFOR-RCE,LOC-V2-010,"בקטע וידאו מכטב״ם תרחישי זוהה רכב משוריין המשויך בהסתברות נמוכה לKFOR פיקוד אזורי מזרח במרחב מרחב גשר איבר. הוערכו 11 פריטים, מצב בתנועה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005188,2026-09-15T13:34:03.172396Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,גבוהה,ENT-KFOR-AVIATION,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית לכוח התעופה של KFOR במרחב מרחב מעבר יאריניה. הוערכו 22 פריטים, מצב בתנועה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-005189,2026-09-16T22:19:52.403753Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-KFOR-AVIATION,LOC-V2-004,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב ציר ברניאק–זובין פוטוק. הוערכו 14 פריטים, מצב בעצירה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
