event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_or_actor,location_id,event_summary
REC-007869,2026-09-15T00:36:00Z,חדשות מקומיות,לא סווגה,false,נמוכה,קבוצה חמושה מקומית,LOC-136,דיווח על חתונה גדולה שכללה זיקוקים וגרמה לבלבול ברשתות.
REC-041392,2026-09-15T00:36:00Z,ערוץ חדשות בינלאומי,לא סווגה,false,נמוכה,צבא סרביה,LOC-122,תושבים מדווחים על עלייה זמנית במחירי מוצרי יסוד בחנויות קטנות.
REC-041925,2026-09-15T00:36:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-095,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד צומת מקומי 75. האווירה מתוחה.
REC-066668,2026-09-15T00:36:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,KFOR,LOC-008,חשבון מקומי מדווח שKFOR הגבירו סיורים באזור הדרך לאגם גזיבודה. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.
REC-061748,2026-09-15T00:39:00Z,קבוצת וואטסאפ,לא סווגה,false,נמוכה,KSF,LOC-124,"נשמעו קולות שנשמעו כמו ירי באזור מרכז בריאות 104. חלק מהדיווחים מייחסים זאת לKSF, אך המידע לא אומת."
REC-081677,2026-09-15T00:39:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,KFOR,LOC-074,עסקים קטנים באזור אזור מיוער 54 מדווחים על ירידה חדה בלקוחות מאז תחילת המתיחות. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-024672,2026-09-15T00:40:00Z,טלגרם,לא סווגה,confirmed,גבוהה,EULEX,LOC-150,דיווח לא מאומת על EULEX באזור אזור תעשייה קטן 130. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-092237,2026-09-15T00:41:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-019,חברת הסעות מקומית הודיעה על ביטול חלק מהקווים באזור הצפון. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-009539,2026-09-15T00:42:00Z,טלגרם,לא סווגה,likely,בינונית,משטרת קוסובו,LOC-006,"דיווח על כלי טיס בלתי מזוהה מעל אזור הציר לכיוון סרביה. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-031496,2026-09-15T00:42:00Z,שמועה מקומית,לא סווגה,unverified,נמוכה,מנהיגים מקומיים סרבים,LOC-150,דיווח באנגלית טוען למאות חמושים באזור אזור תעשייה קטן 130; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.
REC-046711,2026-09-15T00:42:00Z,שמועה מקומית,לא סווגה,disputed,נמוכה,ממשלת סרביה,LOC-135,חברת הסעות מקומית הודיעה על ביטול חלק מהקווים באזור הצפון.
REC-057061,2026-09-15T00:42:00Z,טלגרם,לא סווגה,disputed,נמוכה,גורמים לא מזוהים,LOC-139,אנשים מתאספים שוב ליד תחנת דלק 119. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-078483,2026-09-15T00:42:00Z,פייסבוק,לא סווגה,propaganda/disinformation,נמוכה,צבא סרביה,LOC-087,נמסר על תאונת דרכים קלה באזור ציר גישה 67; חלק מהגולשים קשרו זאת בטעות לאירועים הביטחוניים.
REC-028973,2026-09-15T00:43:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,KFOR,LOC-123,תושבים מדווחים על נוכחות מוגברת של KFOR ליד כפר סמוך 103. אין אישור רשמי לפרטים.
REC-079904,2026-09-15T00:43:00Z,טלגרם,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-011,"נשמעו קולות שנשמעו כמו ירי באזור כביש כפרי צפוני. חלק מהדיווחים מייחסים זאת למשרד הפנים של קוסובו, אך המידע לא אומת. אין תיעוד חזותי שמאפשר לאמת את הפרטים."
REC-068770,2026-09-15T00:44:00Z,שמועה מקומית,לא סווגה,disputed,נמוכה,ממשלת סרביה,LOC-071,"הכביש באזור מרכז בריאות 51 פתוח לסירוגין, עם עיכובים משמעותיים."
REC-083448,2026-09-15T00:44:00Z,טלגרם,לא סווגה,unverified,נמוכה,מפגינים סרבים מקומיים,LOC-075,דיווח על תנועה חריגה של רכבים ביטחוניים באזור ציר גישה 55. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-087908,2026-09-15T00:44:00Z,טלגרם,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-110,אנשים מתאספים שוב ליד כפר סמוך 90. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-047381,2026-09-15T00:45:00Z,טיקטוק,לא סווגה,unverified,נמוכה,מפגינים סרבים מקומיים,LOC-025,"דיווח על כלי טיס בלתי מזוהה מעל אזור תחנת דלק 5. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-080290,2026-09-15T00:45:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-023,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד נקודת בידוק כללית 3. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-043014,2026-09-15T00:47:00Z,טיקטוק,לא סווגה,unverified,נמוכה,KSF,LOC-147,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-084252,2026-09-15T00:47:00Z,שמועה מקומית,לא סווגה,unverified,נמוכה,EULEX,LOC-024,דיווח באנגלית טוען למאות חמושים באזור כפר סמוך 4; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-010351,2026-09-15T00:49:00Z,שמועה מקומית,לא סווגה,likely,בינונית,יחידה מיוחדת של משטרת קוסובו,LOC-043,"דיווח על כלי טיס בלתי מזוהה מעל אזור צומת מקומי 23. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-030649,2026-09-15T00:49:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-037,דיווח באנגלית טוען למאות חמושים באזור כפר סמוך 17; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.
REC-064068,2026-09-15T00:50:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,EULEX,LOC-023,העירייה המקומית מבקשת מהתושבים להימנע מהתקהלויות גדולות. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-066010,2026-09-15T00:50:00Z,X,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-059,"דיווח על כלי טיס בלתי מזוהה מעל אזור בית ספר 39. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-082013,2026-09-15T00:50:00Z,חדשות מקומיות,לא סווגה,false,נמוכה,תושבים מקומיים,LOC-100,מקור חדשותי מתקן דיווח קודם ומבהיר שלא הייתה חציית גבול מאומתת.
REC-038099,2026-09-15T00:51:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-035,יש תור ארוך בתחנת הדלק ליד כיכר מרכזית 15. אנשים קונים יותר מהרגיל. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-078143,2026-09-15T00:51:00Z,טיקטוק,לא סווגה,disputed,נמוכה,משרד הפנים של קוסובו,LOC-003,חברת הסעות מקומית הודיעה על ביטול חלק מהקווים באזור הצפון. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-092805,2026-09-15T00:51:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,EULEX,LOC-071,תחנת הדלק במרכז בריאות 51 מדווחת על עומס חריג ועל מחסור זמני בדלק מסוג מסוים.
REC-023499,2026-09-15T00:52:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,ממשלת קוסובו,LOC-022,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-032445,2026-09-15T00:53:00Z,הודעת דובר,לא סווגה,confirmed,גבוהה,ממשלת סרביה,LOC-079,אנשים מתאספים שוב ליד בית ספר 59. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-062999,2026-09-15T00:53:00Z,טיקטוק,לא סווגה,likely,בינונית,KSF,LOC-141,"תושב מדווח שאמבולנס עבר במהירות לכיוון תחנת דלק 121, אך לא ברור אם זה קשור לעימות."
REC-079411,2026-09-15T00:54:00Z,X,לא סווגה,likely,בינונית,ממשלת סרביה,LOC-134,אנשים מתאספים שוב ליד צומת מקומי 114. חלק אומרים שהכביש ייסגר בשעה הקרובה. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-092693,2026-09-15T00:54:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,עיתונאים מקומיים,LOC-055,דיווח לא מאומת על עיתונאים מקומיים באזור אזור תעשייה קטן 35. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-005845,2026-09-15T00:55:00Z,קבוצת וואטסאפ,לא סווגה,disputed,נמוכה,משטרת קוסובו,LOC-100,נראה מחסום זמני ליד בית ספר 80. לא ברור אם הוצב על ידי משטרת קוסובו או על ידי גורמים מקומיים.
REC-009946,2026-09-15T00:55:00Z,קבוצת וואטסאפ,לא סווגה,disputed,נמוכה,KSF,LOC-059,"תושב מדווח שאמבולנס עבר במהירות לכיוון בית ספר 39, אך לא ברור אם זה קשור לעימות. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה."
REC-016738,2026-09-15T00:55:00Z,X,לא סווגה,disputed,נמוכה,ממשלת קוסובו,LOC-048,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד תחנת דלק 28. האווירה מתוחה.
REC-039052,2026-09-15T00:55:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,KSF,LOC-001,דיווח על תנועה חריגה של רכבים ביטחוניים באזור אזור גשר איבר. מקור מקומי טוען שהכביש נחסם לזמן קצר. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-041863,2026-09-15T00:55:00Z,פייסבוק,לא סווגה,disputed,נמוכה,משרד הפנים של קוסובו,LOC-145,תחנת הדלק בציר גישה 125 מדווחת על עומס חריג ועל מחסור זמני בדלק מסוג מסוים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-040875,2026-09-15T00:56:00Z,X,לא סווגה,false,נמוכה,EULEX,LOC-103,"סרטון שמופץ ברשת מוצג כאילו צולם באזור צומת מקומי 83, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה."
REC-080485,2026-09-15T00:56:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,EULEX,LOC-071,אנשים מתאספים שוב ליד מרכז בריאות 51. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-007239,2026-09-15T00:57:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,KFOR,LOC-144,דיווח לא מאומת על KFOR באזור נקודת בידוק כללית 124. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-039536,2026-09-15T00:57:00Z,שמועה מקומית,לא סווגה,false,נמוכה,משטרת קוסובו,LOC-150,"תושב מדווח שאמבולנס עבר במהירות לכיוון אזור תעשייה קטן 130, אך לא ברור אם זה קשור לעימות."
REC-044267,2026-09-15T00:57:00Z,פייסבוק,לא סווגה,propaganda/disinformation,נמוכה,משטרת קוסובו,LOC-113,חשבון מקומי מדווח שמשטרת קוסובו הגבירו סיורים באזור תחנת דלק 93. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-000030,2026-09-15T00:58:00Z,הודעת דובר,לא סווגה,disputed,נמוכה,KFOR,LOC-119,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-058042,2026-09-15T00:58:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,KFOR,LOC-046,"נשמעו קולות שנשמעו כמו ירי באזור בית ספר 26. חלק מהדיווחים מייחסים זאת לKFOR, אך המידע לא אומת."
REC-096517,2026-09-15T00:58:00Z,קבוצת וואטסאפ,לא סווגה,disputed,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-107,מישהו יודע אם בטוח לעבור דרך מרכז בריאות 87? שמעתי שיש שם מחסום חדש.
REC-030778,2026-09-15T00:59:00Z,טלגרם,לא סווגה,disputed,נמוכה,קבוצה חמושה מקומית,LOC-033,אנשים מתאספים שוב ליד כפר סמוך 13. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-028477,2026-09-15T01:00:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,עיתונאים מקומיים,LOC-089,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-018875,2026-09-15T01:01:00Z,טיקטוק,לא סווגה,false,נמוכה,מנהיגים מקומיים סרבים,LOC-025,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד תחנת דלק 5. האווירה מתוחה.
REC-037907,2026-09-15T01:02:00Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,תושבים מקומיים,LOC-121,"שמעתי רעש חזק לפני כמה דקות באזור נקודת בידוק כללית 101. אולי זה לא קשור, אבל כולם מדברים על זה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-091139,2026-09-15T01:02:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,משטרת קוסובו,LOC-133,ראיתי כמה רכבים עם אורות כחולים בדרך לכיכר מרכזית 113. לא ברור אם זה משטרה או אמבולנס.
REC-093999,2026-09-15T01:02:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,עיתונאים מקומיים,LOC-097,חברת הסעות מקומית הודיעה על ביטול חלק מהקווים באזור הצפון.
REC-071947,2026-09-15T01:03:00Z,X,לא סווגה,false,נמוכה,אמבולנסים,LOC-081,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים."
REC-089330,2026-09-15T01:03:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,מנהיגים מקומיים סרבים,LOC-035,חשבון מקומי מדווח שמנהיגים מקומיים סרבים הגבירו סיורים באזור כיכר מרכזית 15. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.
REC-007015,2026-09-15T01:05:00Z,טיקטוק,לא סווגה,likely,בינונית,קבוצה חמושה מקומית,LOC-118,מישהו יודע אם בטוח לעבור דרך נקודת בידוק כללית 98? שמעתי שיש שם מחסום חדש.
REC-039884,2026-09-15T01:05:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,ממשלת סרביה,LOC-061,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד נקודת בידוק כללית 41. האווירה מתוחה.
REC-051085,2026-09-15T01:05:00Z,טיקטוק,לא סווגה,disputed,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-031,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-087309,2026-09-15T01:05:00Z,פייסבוק,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-087,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-038101,2026-09-15T01:07:00Z,ערוץ חדשות בינלאומי,לא סווגה,propaganda/disinformation,נמוכה,KFOR,LOC-043,"תושב מדווח שאמבולנס עבר במהירות לכיוון צומת מקומי 23, אך לא ברור אם זה קשור לעימות."
REC-041953,2026-09-15T01:07:00Z,שמועה מקומית,לא סווגה,likely,בינונית,צבא סרביה,LOC-044,דיווח על רעש ממפעל מקומי שהוצג בטעות כפיצוץ.
REC-012001,2026-09-15T01:08:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,מפגינים סרבים מקומיים,LOC-045,חשבון לא מזוהה טוען שמפגינים סרבים מקומיים נערכים למבצע רחב. הניסוח דומה לפוסטים קודמים מחשבונות בוט. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-014573,2026-09-15T01:08:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,KSF,LOC-027,"נשמעו קולות שנשמעו כמו ירי באזור תחנת דלק 7. חלק מהדיווחים מייחסים זאת לKSF, אך המידע לא אומת. אין תיעוד חזותי שמאפשר לאמת את הפרטים."
REC-064315,2026-09-15T01:08:00Z,קבוצת וואטסאפ,לא סווגה,false,נמוכה,אמבולנסים,LOC-072,מספר משפחות עזבו זמנית את האזור ליד תחנת דלק 52 ועברו לקרובי משפחה.
REC-076584,2026-09-15T01:08:00Z,קבוצת וואטסאפ,לא סווגה,false,נמוכה,KFOR,LOC-035,דיווח על חסימה אזרחית בציר המוביל לכיכר מרכזית 15. כלי רכב מופנים לדרך חלופית.
REC-078738,2026-09-15T01:08:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,תושבים מקומיים,LOC-089,"דיווח על כלי טיס בלתי מזוהה מעל אזור צומת מקומי 69. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה."
REC-087748,2026-09-15T01:08:00Z,שמועה מקומית,לא סווגה,propaganda/disinformation,נמוכה,מפגינים סרבים מקומיים,LOC-031,"תושב מדווח שאמבולנס עבר במהירות לכיוון ציר גישה 11, אך לא ברור אם זה קשור לעימות."
REC-068004,2026-09-15T01:09:00Z,טיקטוק,לא סווגה,likely,בינונית,משטרת קוסובו,LOC-118,נראה מחסום זמני ליד נקודת בידוק כללית 98. לא ברור אם הוצב על ידי משטרת קוסובו או על ידי גורמים מקומיים.
REC-003934,2026-09-15T01:11:00Z,קבוצת וואטסאפ,לא סווגה,propaganda/disinformation,נמוכה,ממשלת סרביה,LOC-028,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד כפר סמוך 8. האווירה מתוחה.
REC-009787,2026-09-15T01:12:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-104,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לתחנת דלק 84. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-049976,2026-09-15T01:12:00Z,X,לא סווגה,unverified,נמוכה,מפגינים סרבים מקומיים,LOC-071,חשבון מקומי מדווח שמפגינים סרבים מקומיים הגבירו סיורים באזור מרכז בריאות 51. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.
REC-094943,2026-09-15T01:12:00Z,טלגרם,לא סווגה,false,נמוכה,ממשלת קוסובו,LOC-040,"שמעתי רעש חזק לפני כמה דקות באזור צומת מקומי 20. אולי זה לא קשור, אבל כולם מדברים על זה."
REC-075100,2026-09-15T01:13:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,תושבים מקומיים,LOC-119,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד כיכר מרכזית 99. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-099102,2026-09-15T01:14:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,עיתונאים מקומיים,LOC-131,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-092551,2026-09-15T01:15:00Z,הודעת דובר,לא סווגה,disputed,נמוכה,משטרת קוסובו,LOC-118,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-000523,2026-09-15T01:16:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,אמבולנסים,LOC-056,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-017674,2026-09-15T01:16:00Z,X,לא סווגה,confirmed,גבוהה,EULEX,LOC-071,מישהו יודע אם בטוח לעבור דרך מרכז בריאות 51? שמעתי שיש שם מחסום חדש.
REC-090026,2026-09-15T01:17:00Z,שמועה מקומית,לא סווגה,confirmed,גבוהה,מפגינים סרבים מקומיים,LOC-071,קבוצת הורים מקומית מדווחת על ביטול לימודים זמני בבית ספר סמוך.
REC-037159,2026-09-15T01:18:00Z,טיקטוק,לא סווגה,disputed,נמוכה,משרד הפנים של קוסובו,LOC-059,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-020411,2026-09-15T01:19:00Z,שמועה מקומית,לא סווגה,disputed,נמוכה,EULEX,LOC-063,דיווח על תנועה חריגה של רכבים ביטחוניים באזור צומת מקומי 43. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-015060,2026-09-15T01:20:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-009,"תושב מדווח שאמבולנס עבר במהירות לכיוון תחנת משטרה אזורית, אך לא ברור אם זה קשור לעימות. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-049542,2026-09-15T01:20:00Z,טיקטוק,לא סווגה,unverified,נמוכה,מנהיגים מקומיים סרבים,LOC-002,דיווח על תנועה חריגה של רכבים ביטחוניים באזור מבנה העירייה. מקור מקומי טוען שהכביש נחסם לזמן קצר. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-097022,2026-09-15T01:20:00Z,X,לא סווגה,confirmed,גבוהה,עיתונאים מקומיים,LOC-148,"פוסט ויראלי מייחס ירי לעיתונאים מקומיים, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-008168,2026-09-15T01:22:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,KSF,LOC-023,"דיווח על כלי טיס בלתי מזוהה מעל אזור נקודת בידוק כללית 3. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-016945,2026-09-15T01:22:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,אמבולנסים,LOC-107,"דיווח על כלי טיס בלתי מזוהה מעל אזור מרכז בריאות 87. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-026246,2026-09-15T01:23:00Z,בלוג פוליטי,לא סווגה,propaganda/disinformation,נמוכה,משרד הפנים של קוסובו,LOC-086,"פוסט ויראלי מייחס ירי למשרד הפנים של קוסובו, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד. אין תיעוד חזותי שמאפשר לאמת את הפרטים."
REC-064452,2026-09-15T01:23:00Z,טלגרם,לא סווגה,disputed,נמוכה,גורמים לא מזוהים,LOC-037,"שמעתי רעש חזק לפני כמה דקות באזור כפר סמוך 17. אולי זה לא קשור, אבל כולם מדברים על זה."
REC-070000,2026-09-15T01:23:00Z,בלוג פוליטי,לא סווגה,disputed,נמוכה,צבא סרביה,LOC-134,תושבים מדווחים על נוכחות מוגברת של צבא סרביה ליד צומת מקומי 114. אין אישור רשמי לפרטים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-097310,2026-09-15T01:23:00Z,טיקטוק,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-077,יש תור ארוך בתחנת הדלק ליד כיכר מרכזית 57. אנשים קונים יותר מהרגיל.
REC-045434,2026-09-15T01:24:00Z,בלוג פוליטי,לא סווגה,likely,בינונית,מפגינים סרבים מקומיים,LOC-028,דובר רשמי מסר כי הפעילות נועדה לשמור על הסדר הציבורי ולא לפגוע באוכלוסייה אזרחית.
REC-031272,2026-09-15T01:25:00Z,טיקטוק,לא סווגה,false,נמוכה,מנהיגים מקומיים סרבים,LOC-128,נמסר על תאונת דרכים קלה באזור כיכר מרכזית 108; חלק מהגולשים קשרו זאת בטעות לאירועים הביטחוניים.
REC-038303,2026-09-15T01:25:00Z,חדשות מקומיות,לא סווגה,false,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-056,נראה מחסום זמני ליד אזור תעשייה קטן 36. לא ברור אם הוצב על ידי יחידה מיוחדת של משטרת קוסובו או על ידי גורמים מקומיים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-032942,2026-09-15T01:26:00Z,טלגרם,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-068,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-084842,2026-09-15T01:26:00Z,קבוצת וואטסאפ,לא סווגה,disputed,נמוכה,מנהיגים מקומיים סרבים,LOC-048,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד תחנת דלק 28. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-085652,2026-09-15T01:26:00Z,טלגרם,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-007,נראה מחסום זמני ליד אזור כפרי מערבי. לא ברור אם הוצב על ידי עיתונאים מקומיים או על ידי גורמים מקומיים.
REC-007118,2026-09-15T01:27:00Z,X,לא סווגה,disputed,נמוכה,תושבים מקומיים,LOC-006,ראיתי כמה רכבים עם אורות כחולים בדרך להציר לכיוון סרביה. לא ברור אם זה משטרה או אמבולנס. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-034568,2026-09-15T01:28:00Z,X,לא סווגה,confirmed,גבוהה,קבוצה חמושה מקומית,LOC-109,"הכביש באזור מרכז בריאות 89 פתוח לסירוגין, עם עיכובים משמעותיים."
REC-048557,2026-09-15T01:28:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-140,אנשים מתאספים שוב ליד בית ספר 120. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-072857,2026-09-15T01:28:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-006,דיווח לא מאומת על עיתונאים מקומיים באזור הציר לכיוון סרביה. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-081473,2026-09-15T01:30:00Z,טלגרם,לא סווגה,propaganda/disinformation,נמוכה,אמבולנסים,LOC-113,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-007110,2026-09-15T01:32:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,KFOR,LOC-140,מישהו יודע אם בטוח לעבור דרך בית ספר 120? שמעתי שיש שם מחסום חדש. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-018800,2026-09-15T01:33:00Z,טיקטוק,לא סווגה,disputed,נמוכה,EULEX,LOC-110,"סרטון שמופץ ברשת מוצג כאילו צולם באזור כפר סמוך 90, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים."
REC-028776,2026-09-15T01:33:00Z,בלוג פוליטי,לא סווגה,propaganda/disinformation,נמוכה,KFOR,LOC-080,יש תור ארוך בתחנת הדלק ליד מרכז בריאות 60. אנשים קונים יותר מהרגיל.
REC-043685,2026-09-15T01:33:00Z,טלגרם,לא סווגה,false,נמוכה,קבוצה חמושה מקומית,LOC-006,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-071283,2026-09-15T01:33:00Z,טיקטוק,לא סווגה,false,נמוכה,צבא סרביה,LOC-035,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
